w	mu_1	sigma_1	mu_2	sigma_2	logPrior	logL
8.95500045626445917435e-01	1.86034150161885203367e+00	2.69663233727669471307e+00	3.57117982968724412274e+00	8.57417255545841805464e-01	0.00000000000000000000e+00	5.71257370667937902908e+03
3.29630910263378484881e-01	-2.09221009296744764328e+00	2.49675294996947894077e+00	3.75658353594432181666e+00	9.66666421191084146436e-01	0.00000000000000000000e+00	5.71245376061118713551e+03
5.68546406494565670364e-01	2.20218340667093936958e+00	1.97082279519016378977e+00	3.69681025395991147420e+00	1.22933249323531335051e+00	0.00000000000000000000e+00	5.71262711815091915923e+03
3.95224168668392883408e-01	2.32106524141179632048e-01	1.95421707192432703160e+00	3.81146878841659297876e+00	5.53329951153935684083e-01	0.00000000000000000000e+00	5.71278837114378711703e+03
3.95224168668392883408e-01	2.32106524141179632048e-01	1.95421707192432703160e+00	3.81146878841659297876e+00	5.53329951153935684083e-01	0.00000000000000000000e+00	5.71278837114378711703e+03
6.60046521254741724860e-01	2.76118073108968409279e-01	2.75801062882719927316e+00	3.61591144715257950537e+00	4.80312394681132348584e-01	0.00000000000000000000e+00	5.71332378090887141298e+03
3.23232209369000100807e-01	-1.94540357525549878481e+00	2.92573702224331455568e+00	2.99688027376581045402e+00	1.10793762270917395263e+00	0.00000000000000000000e+00	5.71388249253194499033e+03
3.23232209369000100807e-01	-1.94540357525549878481e+00	2.92573702224331455568e+00	2.99688027376581045402e+00	1.10793762270917395263e+00	0.00000000000000000000e+00	5.71388249253194499033e+03
1.86846142751482563460e-01	3.43623493880796937461e-01	2.79252240929263262359e+00	2.77600321430438334858e+00	1.78939993555511489554e+00	0.00000000000000000000e+00	5.71388573047544559813e+03
3.55910735512426357197e-01	-3.21137250507503235752e+00	2.92755331211459823848e+00	3.20579387832978746076e+00	1.26606341601646210648e+00	0.00000000000000000000e+00	5.71395933576670813636e+03
1.86846142751482563460e-01	3.43623493880796937461e-01	2.79252240929263262359e+00	2.77600321430438334858e+00	1.78939993555511489554e+00	0.00000000000000000000e+00	5.71388573047544559813e+03
7.77877762660209248757e-01	6.53623510346567293539e-01	2.56588824020543171400e+00	3.63402728580141376469e+00	5.65114323058136358569e-01	0.00000000000000000000e+00	5.71407380626650228805e+03
6.26134303617302157008e-01	1.02843065300148239771e+00	2.96105102960383081978e+00	3.01468188294362171575e+00	1.39840097564835397215e+00	0.00000000000000000000e+00	5.71412438005694730236e+03
7.77877762660209248757e-01	6.53623510346567293539e-01	2.56588824020543171400e+00	3.63402728580141376469e+00	5.65114323058136358569e-01	0.00000000000000000000e+00	5.71407380626650228805e+03
2.92003629755895499631e-01	-1.06741199323653068731e+00	1.82942590432677998358e+00	3.83044484449959110606e+00	7.81607418332331271849e-01	0.00000000000000000000e+00	5.71420213904791035020e+03
3.55787393024708076261e-01	1.55864778712120344295e+00	2.32294172990899294717e+00	3.38444919128505183892e+00	1.70592594932283359022e+00	0.00000000000000000000e+00	5.71423677437017522607e+03
3.55787393024708076261e-01	1.55864778712120344295e+00	2.32294172990899294717e+00	3.38444919128505183892e+00	1.70592594932283359022e+00	0.00000000000000000000e+00	5.71423677437017522607e+03
3.99029561267500221255e-01	1.67466399085527495316e+00	2.92463737882796603884e+00	3.53287157502381043983e+00	1.64475078669744023685e+00	0.00000000000000000000e+00	5.71424209584216987423e+03
1.17918819653765202804e-01	-2.09043580737803758041e+00	1.83553420824005919521e+00	2.77972367075397652769e+00	1.92814234921876304085e+00	0.00000000000000000000e+00	5.71438009213705754519e+03
3.99029561267500221255e-01	1.67466399085527495316e+00	2.92463737882796603884e+00	3.53287157502381043983e+00	1.64475078669744023685e+00	0.00000000000000000000e+00	5.71424209584216987423e+03
8.38998759446015762720e-01	2.92392002742440570984e+00	2.70883811228040416452e+00	3.55828048491563597722e+00	9.52754299945949734152e-01	0.00000000000000000000e+00	5.71440127149408181140e+03
3.10795351765579652703e-01	-2.13681156928058912925e+00	2.54825003598662114257e+00	3.73600461657047633324e+00	9.97474734193542489358e-01	0.00000000000000000000e+00	5.71445457413611984521e+03
8.38998759446015762720e-01	2.92392002742440570984e+00	2.70883811228040416452e+00	3.55828048491563597722e+00	9.52754299945949734152e-01	0.00000000000000000000e+00	5.71440127149408181140e+03
1.81897419000865673278e-01	-4.46625470247157319026e-01	2.68013182148307826935e+00	2.72768612285461919953e+00	1.83093695872568362759e+00	0.00000000000000000000e+00	5.71457759876010095468e+03
1.91772898981904554860e-01	-8.83209934436572474681e-01	2.85855113366612068049e+00	2.78262331140511598448e+00	1.43758486686264030929e+00	0.00000000000000000000e+00	5.71457829481982753350e+03
1.81897419000865673278e-01	-4.46625470247157319026e-01	2.68013182148307826935e+00	2.72768612285461919953e+00	1.83093695872568362759e+00	0.00000000000000000000e+00	5.71457759876010095468e+03
1.84334842391079029023e-01	-7.10158612581984982626e-01	1.80656712328359025932e+00	3.05506715318218358135e+00	9.77780880737146307347e-01	0.00000000000000000000e+00	5.71461450456485999894e+03
2.63970011902936396719e-01	1.32385805025994685025e+00	2.24380227422315670083e+00	2.98547731184543829741e+00	1.40044599109407985615e+00	0.00000000000000000000e+00	5.71461668308056687238e+03
1.84334842391079029023e-01	-7.10158612581984982626e-01	1.80656712328359025932e+00	3.05506715318218358135e+00	9.77780880737146307347e-01	0.00000000000000000000e+00	5.71461450456485999894e+03
1.38400551726040293987e-01	-1.98112800574416914046e+00	1.00031464668058056589e+00	3.28375124832097631256e+00	1.80285556304213034906e+00	0.00000000000000000000e+00	5.71464491759744760202e+03
8.69097604828577674496e-01	2.91791488639756257939e+00	2.28660829381257180160e+00	3.72372176889064965266e+00	5.72350692702438990089e-01	0.00000000000000000000e+00	5.71483013835483961884e+03
1.38400551726040293987e-01	-1.98112800574416914046e+00	1.00031464668058056589e+00	3.28375124832097631256e+00	1.80285556304213034906e+00	0.00000000000000000000e+00	5.71464491759744760202e+03
8.98505893292698032404e-01	1.89626812008155076761e+00	2.09885179347970041164e+00	3.36348539227065934654e+00	6.45870252414281420528e-01	0.00000000000000000000e+00	5.71492165132102581993e+03
6.76158152430579528769e-01	9.49198749195615865126e-01	1.82952025748016278150e+00	3.38443236367923638852e+00	8.68728262664600903165e-01	0.00000000000000000000e+00	5.71496404836832971341e+03
8.98505893292698032404e-01	1.89626812008155076761e+00	2.09885179347970041164e+00	3.36348539227065934654e+00	6.45870252414281420528e-01	0.00000000000000000000e+00	5.71492165132102581993e+03
8.11038442559792516207e-01	1.76141148940745173590e+00	2.34804969417358533335e+00	4.05695972708254171124e+00	1.33518719302171162688e+00	0.00000000000000000000e+00	5.71500375579604860832e+03
1.13665719731177894403e-01	-2.72133105102072780923e-01	1.05039107885788163266e+00	3.12435402664144890039e+00	1.17889009844842140851e+00	0.00000000000000000000e+00	5.71501633248237249063e+03
8.11038442559792516207e-01	1.76141148940745173590e+00	2.34804969417358533335e+00	4.05695972708254171124e+00	1.33518719302171162688e+00	0.00000000000000000000e+00	5.71500375579604860832e+03
1.04939392324078006880e-01	-1.47451511807493518269e+00	9.75219944178605468998e-01	3.30217727896201562743e+00	2.05684873939906509577e+00	0.00000000000000000000e+00	5.71502779134374213754e+03
5.52337271724957612484e-01	6.23612291356762438177e-01	2.40198661640845312348e+00	3.95508898277057507897e+00	1.53785885556946633201e+00	0.00000000000000000000e+00	5.71512507342718163272e+03
1.04939392324078006880e-01	-1.47451511807493518269e+00	9.75219944178605468998e-01	3.30217727896201562743e+00	2.05684873939906509577e+00	0.00000000000000000000e+00	5.71502779134374213754e+03
6.42625167372861128001e-01	2.20486877892536936585e+00	1.80011159463900694000e+00	3.70433768629836901454e+00	9.59058465731246756469e-01	0.00000000000000000000e+00	5.71514503807519668044e+03
3.29366455819812831152e-01	1.60688385118905863180e+00	2.66541360374518143672e+00	2.82993759501583852511e+00	1.65544156725903457428e+00	0.00000000000000000000e+00	5.71522383837404504447e+03
6.42625167372861128001e-01	2.20486877892536936585e+00	1.80011159463900694000e+00	3.70433768629836901454e+00	9.59058465731246756469e-01	0.00000000000000000000e+00	5.71514503807519668044e+03
4.36401892087390774755e-01	2.65445707487264304092e+00	2.80180133945440745791e+00	3.70872253460360346011e+00	9.52980907717671188450e-01	0.00000000000000000000e+00	5.71548156970258514775e+03
6.05302058685184496412e-01	2.49419148486793096353e+00	2.23529571720097131049e+00	3.73442696773575510960e+00	4.14593914121619611102e-01	0.00000000000000000000e+00	5.71553927078911146964e+03
6.05302058685184496412e-01	2.49419148486793096353e+00	2.23529571720097131049e+00	3.73442696773575510960e+00	4.14593914121619611102e-01	0.00000000000000000000e+00	5.71553927078911146964e+03
2.97369421644771481095e-01	1.05280534222651334098e+00	1.95998153692084464694e+00	3.55997560788315636771e+00	1.63461245257148379828e+00	0.00000000000000000000e+00	5.71575998861888820102e+03
4.67610324050657388817e-01	4.51894836127397336867e-01	2.74120779847558049269e+00	3.96171015463268538781e+00	1.54012275201959081272e+00	0.00000000000000000000e+00	5.71586270276481809560e+03
2.97369421644771481095e-01	1.05280534222651334098e+00	1.95998153692084464694e+00	3.55997560788315636771e+00	1.63461245257148379828e+00	0.00000000000000000000e+00	5.71575998861888820102e+03
2.92712444459496068383e-01	-1.96266104732994550730e+00	2.34104665481651785797e+00	3.43669822350509335251e+00	1.61524232494330721721e+00	0.00000000000000000000e+00	5.71589195673922858987e+03
4.71098512052518403337e-01	2.37979815552453954908e+00	2.72669661258621953692e+00	2.93064196688021905146e+00	1.16746267804768555365e+00	0.00000000000000000000e+00	5.71590544958790269447e+03
2.92712444459496068383e-01	-1.96266104732994550730e+00	2.34104665481651785797e+00	3.43669822350509335251e+00	1.61524232494330721721e+00	0.00000000000000000000e+00	5.71589195673922858987e+03
2.22924140396090431082e-01	-4.25431005140187279423e-01	2.21401762156617110122e+00	3.90307642152818212722e+00	9.47606018088385182452e-01	0.00000000000000000000e+00	5.71614749180095623160e+03
5.48742488608576217679e-01	2.72122700230728220561e+00	2.67369254099195519103e+00	3.80217597737126267177e+00	5.27094214752306555738e-01	0.00000000000000000000e+00	5.71624262234221077961e+03
2.22924140396090431082e-01	-4.25431005140187279423e-01	2.21401762156617110122e+00	3.90307642152818212722e+00	9.47606018088385182452e-01	0.00000000000000000000e+00	5.71614749180095623160e+03
3.99168071953582059841e-01	1.53816804864648171147e+00	2.99653028974513802041e+00	2.77697327448514119652e+00	1.24232752486669473235e+00	0.00000000000000000000e+00	5.71630691092515189666e+03
1.74556644982235470431e-01	-5.69631780951600052987e-01	1.02711859109399084033e+00	3.80276957126044345969e+00	1.62900535766398180115e+00	0.00000000000000000000e+00	5.71656848370656553016e+03
3.99168071953582059841e-01	1.53816804864648171147e+00	2.99653028974513802041e+00	2.77697327448514119652e+00	1.24232752486669473235e+00	0.00000000000000000000e+00	5.71630691092515189666e+03
1.65992393914498104213e-01	-5.01545695098889882102e-02	2.24345681441827515812e+00	3.57243585691773990476e+00	1.38956563618719575182e+00	0.00000000000000000000e+00	5.71657021576370607363e+03
1.88734588080829712720e-01	-1.03393958851541434285e+00	2.07422108267485860722e+00	2.86254678921505956168e+00	1.91869446543740718170e+00	0.00000000000000000000e+00	5.71662462197612967429e+03
1.65992393914498104213e-01	-5.01545695098889882102e-02	2.24345681441827515812e+00	3.57243585691773990476e+00	1.38956563618719575182e+00	0.00000000000000000000e+00	5.71657021576370607363e+03
3.97828444072225617667e-01	2.35351306289394246463e+00	2.89426338110193670516e+00	3.76674733022590535469e+00	1.03664563811428411810e+00	0.00000000000000000000e+00	5.71671924731122271623e+03
3.82392550111232631949e-01	1.85586980193846562415e+00	2.42521088810281870707e+00	3.72265930347979967507e+00	1.39231782047126628754e+00	0.00000000000000000000e+00	5.71672058944443506334e+03
3.97828444072225617667e-01	2.35351306289394246463e+00	2.89426338110193670516e+00	3.76674733022590535469e+00	1.03664563811428411810e+00	0.00000000000000000000e+00	5.71671924731122271623e+03
4.53271750982517929174e-01	2.43855325447295823160e-01	1.51081284878539823247e+00	3.76752736118160136414e+00	1.49852378356511750646e+00	0.00000000000000000000e+00	5.71686284366164818493e+03
2.34010322029916950637e-01	-6.92313090438652189995e-01	2.62434175572930161735e+00	2.78604303156473820380e+00	1.80715269884567319991e+00	0.00000000000000000000e+00	5.71687931547055177361e+03
4.53271750982517929174e-01	2.43855325447295823160e-01	1.51081284878539823247e+00	3.76752736118160136414e+00	1.49852378356511750646e+00	0.00000000000000000000e+00	5.71686284366164818493e+03
7.63522264343722723012e-01	2.34590561315406587184e+00	2.50747401304041384051e+00	3.43810426586665496274e+00	1.48349137314325552062e+00	0.00000000000000000000e+00	5.71690421777625488176e+03
6.52488639516092705506e-01	1.21170024977178125702e+00	2.19640804711823856010e+00	4.15349589704349320129e+00	1.43641890942621008875e+00	0.00000000000000000000e+00	5.71698259067492381291e+03
1.95168043617796216349e-01	-1.92025231151813047248e+00	2.73327700681429153207e+00	2.84303176823346070989e+00	1.79264111604803799693e+00	0.00000000000000000000e+00	5.71698605559588122560e+03
4.37025121074972711099e-01	2.16148908893598973302e-01	2.47300091648026265645e+00	3.23418507109996555826e+00	6.90677325664532659744e-01	0.00000000000000000000e+00	5.71702229478317531175e+03
3.14783150018580148988e-01	-1.71320837319099461560e+00	1.85423299147894193872e+00	2.91264231650763827375e+00	1.22599820209633469936e+00	0.00000000000000000000e+00	5.71711594974714262207e+03
4.37025121074972711099e-01	2.16148908893598973302e-01	2.47300091648026265645e+00	3.23418507109996555826e+00	6.90677325664532659744e-01	0.00000000000000000000e+00	5.71702229478317531175e+03
2.14595310722509258206e-01	-8.19159229843874903132e-01	1.74841284448539724394e+00	3.44828786885590155009e+00	1.90103744123807905098e+00	0.00000000000000000000e+00	5.71716839777600944217e+03
2.00801808720347141346e-01	-8.68705657709341050321e-01	8.35591912206499642934e-01	2.58436990388509579830e+00	1.58445449010320338346e+00	0.00000000000000000000e+00	5.71733250412348388636e+03
3.37849192412826737630e-01	-1.22556172381358940981e+00	2.96601317295677535668e+00	3.82575267357091242104e+00	7.98906264456085368764e-01	0.00000000000000000000e+00	5.71734075282215417246e+03
3.59249815687157636468e-01	7.87337733331450406737e-01	1.42520728249453632053e+00	3.58290288103744858361e+00	1.42118605867410185972e+00	0.00000000000000000000e+00	5.71750784731229941826e+03
8.00600875421311974911e-01	1.53205633934551710418e+00	2.71778864995425184503e+00	3.11090399273887285858e+00	9.37840990882990555022e-01	0.00000000000000000000e+00	5.71765588912499606522e+03
8.00600875421311974911e-01	1.53205633934551710418e+00	2.71778864995425184503e+00	3.11090399273887285858e+00	9.37840990882990555022e-01	0.00000000000000000000e+00	5.71765588912499606522e+03
3.68335683808623248758e-01	-4.45521395515089568828e-01	8.41789770644039481162e-01	3.78500534424193268990e+00	1.17924880199940296244e+00	0.00000000000000000000e+00	5.71780266167950412637e+03
1.95029998053757480658e-01	-1.46762589515365760029e+00	2.34215108478173172912e+00	3.59244982869091433741e+00	1.49353572219057473269e+00	0.00000000000000000000e+00	5.71789326063406497269e+03
3.68335683808623248758e-01	-4.45521395515089568828e-01	8.41789770644039481162e-01	3.78500534424193268990e+00	1.17924880199940296244e+00	0.00000000000000000000e+00	5.71780266167950412637e+03
4.26239441231336502192e-01	8.21946036533574231342e-01	1.86714998212978544601e+00	3.57194791094172714452e+00	1.71373296044489276113e+00	0.00000000000000000000e+00	5.71806827800462178857e+03
3.78985332693592524844e-01	1.86307786887110782281e+00	2.80965894054010423275e+00	2.84380236564004462707e+00	1.32935983457255413320e+00	0.00000000000000000000e+00	5.71831959579207614297e+03
4.26239441231336502192e-01	8.21946036533574231342e-01	1.86714998212978544601e+00	3.57194791094172714452e+00	1.71373296044489276113e+00	0.00000000000000000000e+00	5.71806827800462178857e+03
4.25266525466908018593e-01	-1.03843140609299799948e+00	1.28807172656995261306e+00	3.09972807461205857038e+00	1.21420658740247655594e+00	0.00000000000000000000e+00	5.71838056889966082963e+03
6.03096276133960773613e-01	1.96648685096460917876e+00	2.54021194215169554553e+00	4.35837030165813743565e+00	8.41170830556908999398e-01	0.00000000000000000000e+00	5.71872239911026099435e+03
4.25266525466908018593e-01	-1.03843140609299799948e+00	1.28807172656995261306e+00	3.09972807461205857038e+00	1.21420658740247655594e+00	0.00000000000000000000e+00	5.71838056889966082963e+03
4.68638245144240739304e-01	-5.01170330531848007283e-01	2.98298906290018095433e+00	2.98916660393403343932e+00	1.39900597056029596388e+00	0.00000000000000000000e+00	5.71879683373356783704e+03
1.58255309029809304588e-01	-1.34706752942007712548e+00	2.93019352455739889862e+00	2.94188722532580992919e+00	1.76931009689671880913e+00	0.00000000000000000000e+00	5.71882078647462913068e+03
4.68638245144240739304e-01	-5.01170330531848007283e-01	2.98298906290018095433e+00	2.98916660393403343932e+00	1.39900597056029596388e+00	0.00000000000000000000e+00	5.71879683373356783704e+03
6.46458160027041650597e-02	-1.06658426325810462565e+00	9.31708669383371601569e-01	2.89749398443303629591e+00	1.48000689469607138449e+00	0.00000000000000000000e+00	5.71890067304780586710e+03
6.42444706242930596574e-01	3.13321599843239662064e+00	2.94378825258189458225e+00	3.86196090709578987443e+00	7.64483198749676295947e-01	0.00000000000000000000e+00	5.71892572998091145564e+03
6.42444706242930596574e-01	3.13321599843239662064e+00	2.94378825258189458225e+00	3.86196090709578987443e+00	7.64483198749676295947e-01	0.00000000000000000000e+00	5.71892572998091145564e+03
1.69170658374906468513e-01	2.44816239656864442775e-01	2.25220497692504384446e+00	3.12170637434311393221e+00	1.77405939416933744468e+00	0.00000000000000000000e+00	5.71902204198183153494e+03
3.53624813177488117599e-01	-1.59251290792423483289e+00	1.11064660920585023263e+00	3.18901918901964087638e+00	1.28926411646796190702e+00	0.00000000000000000000e+00	5.71907761980357463472e+03
1.69170658374906468513e-01	2.44816239656864442775e-01	2.25220497692504384446e+00	3.12170637434311393221e+00	1.77405939416933744468e+00	0.00000000000000000000e+00	5.71902204198183153494e+03
2.87342926041367352497e-01	1.07059399754898421087e+00	2.83435471472365563272e+00	3.07692256759986459969e+00	1.81631379830527706076e+00	0.00000000000000000000e+00	5.71929928960853339959e+03
5.60514385513972035469e-01	2.54294768435715035082e+00	2.79982903532722593454e+00	3.69554349385066460698e+00	1.31193312518302884762e+00	0.00000000000000000000e+00	5.71941908390571006748e+03
2.63764799277231787311e-01	-9.04235130269207543208e-01	1.90685799732383465255e+00	4.00240605468207988338e+00	1.18160594249031070113e+00	0.00000000000000000000e+00	5.71947722488259023521e+03
7.90176776670750258269e-01	2.31567882486133713726e+00	2.39268965477047723667e+00	3.44854637896087945492e+00	1.44358954172002174055e+00	0.00000000000000000000e+00	5.71958505643766966386e+03
3.04736439361025235328e-01	-2.16221993857574634745e+00	2.10897796302992057704e+00	3.45344953120145214953e+00	1.48517995812290815039e+00	0.00000000000000000000e+00	5.71964174205844392418e+03
3.04736439361025235328e-01	-2.16221993857574634745e+00	2.10897796302992057704e+00	3.45344953120145214953e+00	1.48517995812290815039e+00	0.00000000000000000000e+00	5.71964174205844392418e+03
3.58862622239455253403e-01	1.29121454144748293302e-02	2.54266268314858656652e+00	3.08897317252013570155e+00	1.79460346954053151514e+00	0.00000000000000000000e+00	5.71966789859926939243e+03
5.08477232195441275486e-01	2.73599279525343819230e+00	2.94400809628473059121e+00	3.57377195468292851999e+00	1.20023104752340525891e+00	0.00000000000000000000e+00	5.72004884511079126241e+03
3.77007811975791196080e-01	-1.61597831585500867346e-01	1.03553841210900920977e+00	3.53420804287800205401e+00	7.11674736516465844538e-01	0.00000000000000000000e+00	5.72011784353000530245e+03
1.81056560025419616133e-01	-2.13417207817837839556e+00	1.71567163416141954535e+00	3.23984753893407173564e+00	1.12395423852886944260e+00	0.00000000000000000000e+00	5.72012685982777384197e+03
4.55612513963858600796e-01	3.18427726650332476588e-01	2.68802899616190682508e+00	4.12703762039315247279e+00	1.33842081090738940219e+00	0.00000000000000000000e+00	5.72026209351401121239e+03
4.55612513963858600796e-01	3.18427726650332476588e-01	2.68802899616190682508e+00	4.12703762039315247279e+00	1.33842081090738940219e+00	0.00000000000000000000e+00	5.72026209351401121239e+03
1.67943475339251024891e-01	-1.64799944932628239513e+00	1.12129403451913067791e+00	2.57239026540505477669e+00	1.79176161366485331428e+00	0.00000000000000000000e+00	5.72028132996103522601e+03
7.41657070742032353827e-01	1.91841393171316743071e+00	2.12651939290580127562e+00	3.25429465918033677951e+00	1.42144146071032340117e+00	0.00000000000000000000e+00	5.72034193579212660552e+03
7.41657070742032353827e-01	1.91841393171316743071e+00	2.12651939290580127562e+00	3.25429465918033677951e+00	1.42144146071032340117e+00	0.00000000000000000000e+00	5.72034193579212660552e+03
3.73374525295681602977e-01	-1.91781656769448605182e+00	2.68416608468367856588e+00	3.33634671543390304294e+00	1.51973900604108425050e+00	0.00000000000000000000e+00	5.72041685969869649853e+03
3.64823981980948897075e-01	2.01281196879750767792e+00	2.36796752339319338532e+00	3.32038749376202968477e+00	7.96785127956423977480e-01	0.00000000000000000000e+00	5.72043757464142163371e+03
3.64823981980948897075e-01	2.01281196879750767792e+00	2.36796752339319338532e+00	3.32038749376202968477e+00	7.96785127956423977480e-01	0.00000000000000000000e+00	5.72043757464142163371e+03
4.91583146740028897881e-01	1.44828918197483336172e+00	2.49635923559961447893e+00	3.80159603221396080741e+00	1.67447163959134370792e+00	0.00000000000000000000e+00	5.72063761154557141708e+03
2.60034741856276729877e-01	-2.38363772891834457823e+00	2.04565623417682296292e+00	3.37647839316404896337e+00	1.49495760900946761396e+00	0.00000000000000000000e+00	5.72099032469416124513e+03
4.91583146740028897881e-01	1.44828918197483336172e+00	2.49635923559961447893e+00	3.80159603221396080741e+00	1.67447163959134370792e+00	0.00000000000000000000e+00	5.72063761154557141708e+03
6.22682504153757698795e-01	8.44141147464047891802e-01	2.58572938003546015651e+00	3.77790688437055388604e+00	1.49173157911696452338e+00	0.00000000000000000000e+00	5.72101976601704609493e+03
3.23661591087424260760e-01	1.04638713656979676081e+00	2.72031601598420591515e+00	3.03797783146143896005e+00	1.83699199121825751391e+00	0.00000000000000000000e+00	5.72129348719786685251e+03
3.23661591087424260760e-01	1.04638713656979676081e+00	2.72031601598420591515e+00	3.03797783146143896005e+00	1.83699199121825751391e+00	0.00000000000000000000e+00	5.72129348719786685251e+03
1.73257120587274549006e-01	-1.60193890967599550379e+00	2.44823461182596879837e+00	2.75117264969928676521e+00	1.74856012529984417014e+00	0.00000000000000000000e+00	5.72133559146130937734e+03
2.11733210353744844001e-01	-3.67602503664982593889e-01	1.69536006411569406538e+00	3.98852605908982882355e+00	1.26792536691931623238e+00	0.00000000000000000000e+00	5.72135334126513316733e+03
2.11733210353744844001e-01	-3.67602503664982593889e-01	1.69536006411569406538e+00	3.98852605908982882355e+00	1.26792536691931623238e+00	0.00000000000000000000e+00	5.72135334126513316733e+03
2.50191715495449551465e-01	7.31640049484771681776e-01	1.55752987190725988853e+00	3.41809145334175390474e+00	7.94990770980945615776e-01	0.00000000000000000000e+00	5.72143643656557014765e+03
1.22885709187761954508e-01	-2.18873448118913094262e+00	9.77253171089540462191e-01	2.95410664299540615119e+00	1.50850682977378114380e+00	0.00000000000000000000e+00	5.72143870139008413389e+03
1.22885709187761954508e-01	-2.18873448118913094262e+00	9.77253171089540462191e-01	2.95410664299540615119e+00	1.50850682977378114380e+00	0.00000000000000000000e+00	5.72143870139008413389e+03
5.00209117136933612002e-01	1.80469510975486668869e+00	2.32303369672578874372e+00	4.09498261314325873172e+00	1.34053549780047576157e+00	0.00000000000000000000e+00	5.72150205462555186386e+03
4.79112698098711653483e-01	1.95797913533321255031e+00	2.78276564071374599152e+00	2.81509098106027400021e+00	1.49770947810219778873e+00	0.00000000000000000000e+00	5.72157604253967474506e+03
5.00209117136933612002e-01	1.80469510975486668869e+00	2.32303369672578874372e+00	4.09498261314325873172e+00	1.34053549780047576157e+00	0.00000000000000000000e+00	5.72150205462555186386e+03
4.38560931174694024204e-01	4.73907147822867247378e-01	2.91841303687663211619e+00	3.21746825635172317703e+00	1.73872196605999196350e+00	0.00000000000000000000e+00	5.72169848963555250521e+03
1.07785557656691510786e-01	-7.18272387503606002390e-01	1.79265578038072082023e+00	3.24190498804351978634e+00	1.60828140718413781229e+00	0.00000000000000000000e+00	5.72189867491887616779e+03
4.38560931174694024204e-01	4.73907147822867247378e-01	2.91841303687663211619e+00	3.21746825635172317703e+00	1.73872196605999196350e+00	0.00000000000000000000e+00	5.72169848963555250521e+03
7.81906446444429414910e-01	2.45748128842889901335e+00	2.36749238787744964441e+00	3.44217194523611169643e+00	2.86687504849172214438e-01	0.00000000000000000000e+00	5.72190402131041355460e+03
4.18225060092029865544e-01	4.38455100998846880600e-01	1.63506278821153205882e+00	4.04483779288879663483e+00	1.46771276253796978395e+00	0.00000000000000000000e+00	5.72204452164373014966e+03
4.18225060092029865544e-01	4.38455100998846880600e-01	1.63506278821153205882e+00	4.04483779288879663483e+00	1.46771276253796978395e+00	0.00000000000000000000e+00	5.72204452164373014966e+03
2.05551373580272755959e-01	-1.48956410144352169311e+00	1.22549481372839941251e+00	3.58936376459465744659e+00	1.74589804962314465442e+00	0.00000000000000000000e+00	5.72210853221359684539e+03
8.86502208476757314060e-01	1.84419379629866075909e+00	2.58219346937559546262e+00	3.45272638929855801848e+00	8.63148002828300286993e-01	0.00000000000000000000e+00	5.72222654115963450749e+03
2.05551373580272755959e-01	-1.48956410144352169311e+00	1.22549481372839941251e+00	3.58936376459465744659e+00	1.74589804962314465442e+00	0.00000000000000000000e+00	5.72210853221359684539e+03
4.22693793808963935721e-01	1.46569686316297498330e+00	2.51032976781285910306e+00	2.86645129502117956832e+00	1.06855480972268002127e+00	0.00000000000000000000e+00	5.72231523151360852353e+03
6.09870113271698932600e-01	1.13092984794158990525e+00	2.64694335551347448288e+00	3.81923741757289869625e+00	1.55323509754662136828e+00	0.00000000000000000000e+00	5.72287748170928898617e+03
5.65249562155259788199e-01	1.48761960914395996447e+00	2.93398789878203558601e+00	2.81428443356792801211e+00	1.05137603658452349897e+00	0.00000000000000000000e+00	5.72319026479495641979e+03
2.20024547421858507334e-01	-2.43796581946891199877e+00	2.21517936649195679166e+00	2.99295054189949816248e+00	1.27304976246713352772e+00	0.00000000000000000000e+00	5.72323046343216628884e+03
1.66987292381887669768e-01	-1.18767740271608124303e+00	2.34550800651337354452e+00	2.74146580941224193850e+00	1.51520234897195615886e+00	0.00000000000000000000e+00	5.72323869935221500782e+03
2.20024547421858507334e-01	-2.43796581946891199877e+00	2.21517936649195679166e+00	2.99295054189949816248e+00	1.27304976246713352772e+00	0.00000000000000000000e+00	5.72323046343216628884e+03
8.31303750599807322885e-01	2.63902574729142225252e+00	2.04817251144029199850e+00	3.48159587795033642621e+00	6.30343537717768520601e-01	0.00000000000000000000e+00	5.72336890716092966613e+03
1.64359897952013833677e-01	2.23013508672136040456e-01	2.22822481898701019176e+00	3.16824344959958370538e+00	1.66981891843004803810e+00	0.00000000000000000000e+00	5.72349390650787972845e+03
8.31303750599807322885e-01	2.63902574729142225252e+00	2.04817251144029199850e+00	3.48159587795033642621e+00	6.30343537717768520601e-01	0.00000000000000000000e+00	5.72336890716092966613e+03
5.41185009316711318483e-01	1.95517296767672665858e+00	2.14420071781019982993e+00	2.97893507502236065676e+00	1.24920565894977086963e+00	0.00000000000000000000e+00	5.72359469730249384156e+03
2.25807655315684613351e-01	-4.60904356914199675455e-01	8.46196180662181829391e-01	2.82660989365029724496e+00	1.30145368772424507853e+00	0.00000000000000000000e+00	5.72368263280638257129e+03
2.25807655315684613351e-01	-4.60904356914199675455e-01	8.46196180662181829391e-01	2.82660989365029724496e+00	1.30145368772424507853e+00	0.00000000000000000000e+00	5.72368263280638257129e+03
